Gender,Marital_Status,oneProduct,prefCount,totCount,preftotCount,prefPurchase,totPurchase,preftotPurchase,Age_0_17,Age_18_25,Age_26_35,Age_36_45,Age_46_50,Age_51_55,Age_55gt,City_Category_A,City_Category_B,City_Category_C,CityYears_0,CityYears_1,CityYears_2,CityYears_3,CityYears_4gt,prefCat1_1,prefCat1_5,prefCat1_8,prefCat1_19,prefCat2_1,prefCat2_5,prefCat2_8,prefCat2_19
1,0,0,0.0144927536231884,0.00882352941176471,0.583333333333333,0.00855834729934045,0.0073159608965302,0.42497278896945,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.0434782608695652,0.0372549019607843,0.457364341085271,0.044819495051861,0.0404291565306273,0.386349211925469,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0496894409937888,0.0343137254901961,0.591666666666667,0.0595635171817418,0.0373085033130255,0.723259996587149,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,0,0.0538302277432712,0.0480392156862745,0.438271604938271,0.0412513761026586,0.0454397949045405,0.24494737280709,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0.041407867494824,0.0235294117647059,0.718390804597701,0.0480507171039038,0.0351776834791891,0.563253645541544,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0.0372670807453416,0.0294117647058824,0.5,0.0403009952397143,0.030107860960146,0.54219549158044,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0.05175983436853,0.0450980392156863,0.450980392156863,0.0492979097815983,0.0356320004193402,0.57553209981927,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0.0600414078674948,0.0490196078431373,0.490909090909091,0.0594091896144653,0.0521094001291377,0.408090849939172,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0.267080745341615,0.27156862745098,0.375295508274232,0.323229888312028,0.257126137996269,0.495996267436863,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0.192546583850932,0.11078431372549,0.772598870056497,0.194745173664975,0.119843033354221,0.767449745311639,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0.0641821946169772,0.05,0.520833333333333,0.0418451819370788,0.0358993297705304,0.42589228416358,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0.0269151138716356,0.0264705882352941,0.380208333333333,0.0336186297971367,0.0285628783889714,0.433240293730275,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.0496894409937888,0.0352941176470588,0.573170731707317,0.0780298036231813,0.0516861524825652,0.670523845500403,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0.0476190476190476,0.0205882352941176,0.955128205128205,0.0440095941822698,0.0216412878508102,0.983252777203529,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.366459627329193,0.340196078431373,0.426609848484848,0.326049691654614,0.304306003950375,0.355612798206466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0.0186335403726708,0.00882352941176471,0.75,0.0156213388198879,0.00875391642264723,0.744398274526976,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0.0538302277432712,0.0303921568627451,0.740740740740741,0.0759586802970523,0.0438896658859633,0.822004815462014,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0.0331262939958592,0.0235294117647059,0.557471264367816,0.0328796066414422,0.0275897233069737,0.442975068709535,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0.132505175983437,0.0931372549019608,0.603333333333333,0.140892505292142,0.107422844984716,0.534490957053231,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0.0041407867494824,0.00686274509803922,0.222222222222222,0.00647519844848867,0.00907842852275516,0.186080442485506,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.128364389233954,0.0774509803921569,0.722222222222222,0.189006083093461,0.115267841613316,0.777874037777178,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,1,0,0.140786749482402,0.0725490196078431,0.867088607594936,0.211928190854552,0.117263043027636,0.90230084030728,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0.192546583850932,0.144117647058824,0.5625,0.107145967641135,0.116988470528249,0.241582994641152,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.0745341614906832,0.0392156862745098,0.818518518518518,0.0499179531245046,0.0287181295522829,0.80911406811942,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0.128364389233954,0.0852941176470588,0.644927536231884,0.0785017143660927,0.0722151405623447,0.369451930678055,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0.178053830227743,0.0941176470588235,0.84983498349835,0.133028358738165,0.0793812826567105,0.798528316227876,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.041407867494824,0.0323529411764706,0.508771929824561,0.0349869887466597,0.0301642812724115,0.421822011792746,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
